product_id,product_names,sale_offs,sales_prices,origin_prices,purchases,num_raters,ratings,categories_str,category_id
1151,Ví nam VNL ??ng da th?t 100% VN2ZND24NB+T?ng kèm Ví Card - Nâu,0.2,289000,361000,112,1,80,Bóp ví,6
1152,Ví da nam ??n gi?n Dugi Leather - ?en,0.39,262000,430000,273,1,80,Bóp ví,6
1153,Ví nam da bò th?i trang ALL - ?en,0.22,375000,481000,151,1,80,Bóp ví,6
1154,Ví nam ??ng th?i trang VNL Da Giày Vi?t Nam DB1ZND20DN - Nâu,0.6,191000,478000,172,1,80,Bóp ví,6
1155,Ví nam VNL ??ng c?p sang tr?ng VN2ZND17N +T?ng kèm Ví Card - Nâu,0.2,289000,361000,174,1,80,Bóp ví,6
1156,Ví ??ng mini nam n? Dibaoleiou - Nâu,0.43,170000,300000,151,2,90,Bóp ví,6
1157,Ví da nam ROPUNA h?a ti?t tr? trung - Nâu,0.41,359000,608000,125,1,80,Bóp ví,6
1158,Ví nam LATA LVN006 ??n gi?n - ?en,,,355000,114,1,80,Bóp ví,6
1159,Ví nam da bò Ropuna sành ?i?u - Nâu,0.21,359000,454000,185,1,80,Bóp ví,6
1160,Bóp nam HUY HOÀNG da bò cao c?p HH2102-2103 - Nâu,,,259000,243,1,80,Bóp ví,6
1161,Ví nam da bò Ropuna ép vân ngang - Da bò,0.21,349000,442000,216,1,80,Bóp ví,6
1162,Ví nam da th?t cao c?p - Da Giày Vi?t Nam VNLZND003-004 ph?i góc - Da bò,0.48,199000,383000,257,1,80,Bóp ví,6
1163,Ví da dê nam s?c cao c?p - Nâu,0.41,253000,429000,441,20,80,Bóp ví,6
1164,Ví nam da bò Ropuna sành ?i?u - ?en,0.21,359000,454000,185,1,80,Bóp ví,6
1165,Ví nam Gia Vi vân cá s?u - Nâu,0.43,309000,542000,216,1,80,Bóp ví,6
1166,Bóp nam HUY HOÀNG da bò cao c?p HH2102-2103 - ?en,,,259000,243,1,80,Bóp ví,6
1167,Ví nam gai cá s?u th?i trang - ?en,0.38,800000,1300000,132,1,80,Bóp ví,6
1168,Ví nam da cá s?u cao c?p - ?en,0.49,887000,1739000,228,1,80,Bóp ví,6
1169,Combo Ví - Th?t L?ng nam Da Th?t Vân Cá S?u Da Giày Vi?t Nam VNLVCS110D-0130D - ?en,0.27,772000,1058000,239,1,80,Bóp ví,6
1170,Ví nam da bò Ropuna ép vân ngang - Nâu,0.21,349000,442000,216,1,80,Bóp ví,6
1171,Ví nam da cá s?u cao c?p - Vàng,0.49,887000,1739000,228,1,80,Bóp ví,6
1172,Ví nam vân th?i trang - ?en,0.43,170000,299000,243,1,80,Bóp ví,6
1173,Ví nam Gia Vi d?p vân da tr?n 07 - Nâu,0.39,394000,641000,202,1,80,Bóp ví,6
1174,Ví nam da th?t cao c?p - Da Giày Vi?t Nam VNLZND003-004 ph?i góc - ?en,0.48,199000,383000,257,1,80,Bóp ví,6
1175,Ví nam LATA LVN006 ??n gi?n - Nâu,,,355000,114,1,80,Bóp ví,6
1176,Ví nam Gia Vi vân cá s?u - ?en,0.43,309000,542000,216,1,80,Bóp ví,6
1177,Ví nam da bò ch? H th?i trang - ?en,0.29,265000,375000,238,1,80,Bóp ví,6
1178,Ví nam da th?t cao c?p - Da Giày Vi?t Nam VNLZND007 ??n gi?n - Da bò,0.48,199000,383000,231,1,80,Bóp ví,6
1179,Ví nam LATA LVN006 ??n gi?n - Xanh ?en,,,355000,114,1,80,Bóp ví,6
1180,Ví nam da bò Ropuna vi?n vân tròn - Da bò,0.21,359000,454000,314,1,100,Bóp ví,6
1181,Ví nam da bò thêu ch? Rich - ?en,0.34,263000,400000,262,1,80,Bóp ví,6
1182,Ví nam da bò Ropuna ép vân ngang - ?en,0.21,349000,442000,216,1,80,Bóp ví,6
1183,Ví da dê nam s?c cao c?p - ?en,0.41,253000,429000,441,20,80,Bóp ví,6
1184,Ví nam da bò thêu ch? Rich - Da bò,0.34,263000,400000,262,1,80,Bóp ví,6
1185,Ví nam da cá s?u cao c?p - Nâu ??,0.49,887000,1739000,228,1,80,Bóp ví,6
1186,Ví nam da cá s?u cao c?p - Nâu,0.49,887000,1739000,228,1,80,Bóp ví,6
1187,Ví nam sang tr?ng VNL Da Giày Vi?t Nam DB1ZND19N - Da bò,0.6,191000,478000,163,1,80,Bóp ví,6
1188,Ví nam da bò ch? H th?i trang - Nâu,0.29,265000,375000,238,1,80,Bóp ví,6
1189,Ví nam da bò Ropuna vi?n vân hình thoi - Nâu,0.21,359000,454000,238,1,80,Bóp ví,6
1190,Ví nam da bò Ropuna vi?n vân hình thoi - ?en,0.21,359000,454000,238,1,80,Bóp ví,6
1191,Ví nam da bò thêu ch? Rich - Nâu,0.34,263000,400000,262,1,80,Bóp ví,6
1192,Ví nam LATA LVN006 ??n gi?n - Xanh rêu,,,355000,114,1,80,Bóp ví,6
1193,Ví nam da bò Ropuna vi?n vân tròn - Nâu,0.21,359000,454000,314,1,100,Bóp ví,6
1194,Ví nam da bò VSE ??ng c?p - Nâu,0.24,228000,300000,186,1,80,Bóp ví,6
1195,Ví nam da bò Gia Vi GV 1782 - Nâu,,,320000,212,1,80,Bóp ví,6
1196,Ví nam da bò VSE ??ng c?p - ?en,0.24,228000,300000,186,1,80,Bóp ví,6
1197,Ví nam Gia Vi vân cá s?u - Da bò,0.43,309000,542000,216,1,80,Bóp ví,6
1198,Ví nam ??ng Ropuna da bò huy?n tho?i - ?en,0.21,359000,454000,216,1,80,Bóp ví,6
1199,Ví nam da bò Gia Vi GV 1782 - ?en,,,320000,212,1,80,Bóp ví,6
1200,Ví nam da bò th?t Demen.07 - ?en,0.38,249000,402000,146,1,80,Bóp ví,6
1201,Ví nam da bò Ropuna vi?n vân hình thoi - Da bò,0.21,359000,454000,238,1,80,Bóp ví,6
1202,Ví nam da bò Ropuna vi?n vân tròn - ?en,0.21,359000,454000,314,1,100,Bóp ví,6
1203,B? Ví Th?t l?ng HARU cao c?p Powerfulstyle + t?ng kèm áo thun - Nâu,,,609000,162,1,80,Bóp ví,6
1204,Ví nam ??ng Ropuna da bò huy?n tho?i - Nâu,0.21,359000,454000,216,1,80,Bóp ví,6
1205,Ví nam gai cá s?u th?i trang - Nâu,0.38,800000,1300000,132,1,80,Bóp ví,6
1206,Ví da nam ph?i vi?n ngang Ropuna - Nâu,0.23,339000,440000,211,1,80,Bóp ví,6
1207,Ví nam da bò Ropuna s?c ngang - Da bò,0.21,359000,454000,293,1,80,Bóp ví,6
1208,B? Ví Th?t l?ng HARU cao c?p Powerfulstyle + t?ng kèm áo thun - ?en,,,609000,162,1,80,Bóp ví,6
1209,Ví nam da bò Ropuna sang tr?ng - ?en,0.21,359000,454000,253,1,80,Bóp ví,6
1210,Ví nam Gia Vi ph?i khóa b?m GV21 - Da bò,,,330000,149,1,80,Bóp ví,6
1211,Ví nam da th?t cao c?p - Da Giày Vi?t Nam VNLZND001-002 - Da bò,0.48,199000,383000,155,1,80,Bóp ví,6
1212,Ví nam da bò Ropuna sang tr?ng - Nâu,0.21,359000,454000,253,1,80,Bóp ví,6
1213,Bóp nam HUY HOÀNG da bò cao c?p HH2113-2114 - Da bò,,,359000,199,1,80,Bóp ví,6
1214,Ví ??ng nam GIA VI tinh t? GV35 - Da bò,,,290000,181,1,80,Bóp ví,6
1215,Ví nam vân cá s?u ??ng c?p - ?en,0.36,237000,370000,228,1,80,Bóp ví,6
1216,Ví ??ng Passport da bò HUY HOÀNG HH9105- 9106 - ?en,,,409000,108,1,80,Bóp ví,6
1217,Ví nam ??ng handmade da bò sang tr?ng - Nâu,0.05,369000,389000,234,1,80,Bóp ví,6
1218,Ví nam ki?u ??ng da bò ??ng c?p - Nâu,0.28,228000,317000,290,1,80,Bóp ví,6
1219,Ví nam ??ng handmade da bò sang tr?ng - ?en,0.05,369000,389000,234,1,80,Bóp ví,6
1220,Ví ??ng nam da bò ch? H th?i trang - Nâu,0.29,265000,375000,147,1,80,Bóp ví,6
1221,Ví nam ELMI da bò EVM30 - ?en,,,450000,146,1,80,Bóp ví,6
1222,Ví da nam ph?i s?c Dugi Leather - Nâu,0.4,262000,437000,255,1,80,Bóp ví,6
1223,Ví nam da dê ph?i s?c ??ng c?p - Nâu,0.31,203000,294000,264,1,80,Bóp ví,6
1224,Ví nam da th?t cao c?p - Da Giày Vi?t Nam VNLZND006-008 - ?en,0.48,199000,383000,193,1,80,Bóp ví,6
1225,Ví nam LATA LVN008 th?i trang - Xanh ?en,,,355000,170,1,80,Bóp ví,6
1226,Ví nam da dê vi?n màu th?i trang - Nâu,0.38,225000,360000,172,1,80,Bóp ví,6
1227,Ví nam da bò thêu ch? cá tính - Nâu,0.2,260000,325000,165,1,80,Bóp ví,6
1228,Ví nam da dê ph?i s?c ??ng c?p - ?en,0.31,203000,294000,264,1,80,Bóp ví,6
1229,Ví da nam ph?i s?c Dugi Leather - ?en,0.4,262000,437000,255,1,80,Bóp ví,6
1230,Ví nam Sunpolo th?i trang - ?en,0.42,288000,500000,174,1,80,Bóp ví,6
1231,Ví nam da bò Ropuna s?c ngang - ?en,0.21,359000,454000,293,1,80,Bóp ví,6
1232,Ví da nam ph?i vi?n ngang Ropuna - ?en,0.23,339000,440000,211,1,80,Bóp ví,6
1233,Ví nam da th?t cao c?p - Da Giày Vi?t Nam VNLZND001-002 - ?en,0.48,199000,383000,155,1,80,Bóp ví,6
1234,Ví nam LATA LVN008 th?i trang - ?en,,,355000,170,1,80,Bóp ví,6
1235,Ví ??ng Passport da bò HUY HOÀNG HH9105- 9106 - Nâu,,,409000,108,1,80,Bóp ví,6
1236,Ví nam th?i trang VNL Da Giày Vi?t Nam DB1ZND18N - Nâu,0.47,191000,360000,141,1,80,Bóp ví,6
1237,Ví nam ki?u ??ng da bò ??ng c?p - ?en,0.28,228000,317000,290,1,80,Bóp ví,6
1238,Ví nam GIA VI th?i trang GV20 - Da bò,,,330000,256,1,80,Bóp ví,6
1239,Ví nam LATA LVN008 th?i trang - Xanh rêu,,,355000,170,1,80,Bóp ví,6
1240,Bóp nam HUY HOÀNG da bò cao c?p HH2113-2114 - ?en,,,359000,199,1,80,Bóp ví,6
1241,Ví nam GIA VI ph?i s?c style GV37 - ?en,,,330000,144,1,80,Bóp ví,6
1242,Ví ??ng nam GIA VI tinh t? GV35 - ?en,,,290000,181,1,80,Bóp ví,6
1243,Ví nam vân cá s?u ??ng c?p - Nâu,0.36,237000,370000,228,1,80,Bóp ví,6
1244,Ví nam GIA VI th?i trang GV20 - Nâu,,,330000,256,1,80,Bóp ví,6
1245,Ví ngang nam Deabolar - Nâu,0.48,155000,300000,248,1,80,Bóp ví,6
1246,Ví nam da th?t cao c?p - Da Giày Vi?t Nam VNLZND006-008 - Nâu,0.48,199000,383000,193,1,80,Bóp ví,6
1247,Ví nam da dê vi?n màu th?i trang - ?en,0.38,225000,360000,172,1,80,Bóp ví,6
1248,Ví nam da bò Ropuna s?c ngang - Nâu,0.21,359000,454000,293,1,80,Bóp ví,6
1249,Ví nam LATA LVN008 th?i trang - Nâu,,,355000,170,1,80,Bóp ví,6
1250,Ví nam da bò Ropuna sang tr?ng - Da bò,0.21,359000,454000,253,1,80,Bóp ví,6
1251,Ví nam Da Th?t BR Tr?n VNLVN213NB - Nâu,0.27,303000,415000,136,1,80,Bóp ví,6
1252,Ví ??ng nam da bò ch? H th?i trang - ?en,0.29,265000,375000,147,1,80,Bóp ví,6
1253,Ví nam da bò Gia Vi 01-02 - Nâu,0.13,289000,332000,154,1,80,Bóp ví,6
1254,Combo balo rút vs túi ?eo chéo ??c l? - A,0.4,150000,250000,244,1,80,"Túi xách, ?eo",7
1255,C?p nam LATA th?i th??ng - ?en,0.16,545000,650000,198,1,100,"Túi xách, ?eo",7
1256,Balo & c?p ?eo chéo Buta 2 trong 1 - ?en,0.39,275000,450000,146,1,80,"Túi xách, ?eo",7
1257,Túi ?eo unisex h?a ti?t th? c?m - D,0.37,135000,215000,248,1,80,"Túi xách, ?eo",7
1258,Túi ?eo chéo unisex cá tính - Nâu,0.34,179000,270000,139,1,80,"Túi xách, ?eo",7
1259,Combo balo rút + túi ?eo chéo Paris - London - Kem,0.37,145000,230000,269,1,80,"Túi xách, ?eo",7
1260,C?p nam LATA th?i th??ng - Da,0.16,545000,650000,198,1,100,"Túi xách, ?eo",7
1261,Túi ?eo hông cá tính - ?en,0.32,169000,250000,221,1,80,"Túi xách, ?eo",7
1262,Combo balo rút + túi ?eo chéo Pikachu - Minion - Xanh,0.34,145000,220000,184,1,80,"Túi xách, ?eo",7
1263,Túi ?eo unisex h?a ti?t th? c?m - B,0.37,135000,215000,248,1,80,"Túi xách, ?eo",7
1264,Túi ?eo chéo nam CNT l?ch lãm - Nâu,0.43,369000,650000,182,1,80,"Túi xách, ?eo",7
1265,C?p nam LATA th?i th??ng - Nâu,0.16,545000,650000,198,1,100,"Túi xách, ?eo",7
1266,Túi ipad nam n? CNT n?ng ??ng - Nâu ??,0.3,320000,459000,262,1,80,"Túi xách, ?eo",7
1267,Túi xách LATA th?i trang Yuumy02 - Nâu,0.2,199000,250000,160,1,80,"Túi xách, ?eo",7
1268,Túi ?eo chéo nam CNT l?ch lãm - ?en,0.43,369000,650000,182,1,80,"Túi xách, ?eo",7
1269,Túi ipad nam n? CNT n?ng ??ng - Nâu,0.3,320000,459000,262,1,80,"Túi xách, ?eo",7
1270,Combo balo rút + túi ?eo chéo Paris - London - ??,0.37,145000,230000,269,1,80,"Túi xách, ?eo",7
1271,Túi ipad nam n? CNT n?ng ??ng - Da bò,0.3,320000,459000,262,1,80,"Túi xách, ?eo",7
1272,Túi xách du l?ch nam n? v?i dù Dutti - ?en,0.34,155000,235000,292,1,80,"Túi xách, ?eo",7
1273,Combo balo rút + túi ?eo chéo Pikachu - Minion - Tr?ng,0.34,145000,220000,184,1,80,"Túi xách, ?eo",7
1274,Túi ?eo chéo unisex cá tính - ?en,0.34,179000,270000,139,1,80,"Túi xách, ?eo",7
1275,Combo balo rút vs túi ?eo chéo ??c l? - B,0.4,150000,250000,244,1,80,"Túi xách, ?eo",7
1276,C?p nam LATA ph?i dây ?eo n?ng ??ng CA12 - Da bò,0.39,435000,713000,208,1,80,"Túi xách, ?eo",7
1277,Túi xách LATA th?i trang Yuumy02 - ?en,0.2,199000,250000,160,1,80,"Túi xách, ?eo",7
1278,Túi xách nam LATA th?i trang TX01 - Da bò,0.19,445000,550000,112,1,80,"Túi xách, ?eo",7
1279,Túi ?eo unisex h?a ti?t th? c?m - C,0.37,135000,215000,248,1,80,"Túi xách, ?eo",7
1280,C?p xách nam công s? CNT l?ch lãm - Da bò,0.35,439000,675000,211,1,80,"Túi xách, ?eo",7
1281,Túi ?eo chéo nam n? Troyy phong cách - ?en,0.33,195000,289000,198,1,80,"Túi xách, ?eo",7
1282,Túi ipad nam n? CNT n?ng ??ng - ?en,0.3,320000,459000,262,1,80,"Túi xách, ?eo",7
1283,C?p nam LATA ph?i dây ?eo n?ng ??ng CA12 - Nâu ??,0.39,435000,713000,208,1,80,"Túi xách, ?eo",7
1284,Túi xách nam LATA th?i trang TX01 - ?en,0.19,445000,550000,112,1,80,"Túi xách, ?eo",7
1285,Túi xách du l?ch nam n? v?i dù Dutti - Xám,0.34,155000,235000,292,1,80,"Túi xách, ?eo",7
1286,Túi xách UNISEX VNL ?en th?i trang VNLTX236D - ?en,0.39,567000,930000,252,1,80,"Túi xách, ?eo",7
1287,Túi xách nam LATA th?i trang TX01 - Nâu ??,0.19,445000,550000,112,1,80,"Túi xách, ?eo",7
1288,Combo balo dây rút + túi ?eo chéo Totoro - Doremon - A,0.37,145000,230000,233,1,80,"Túi xách, ?eo",7
1289,Túi ?eo chéo nam CNT l?ch lãm - Da bò,0.43,369000,650000,182,1,80,"Túi xách, ?eo",7
1290,C?p nam LATA th?i th??ng - Nâu ??,0.16,545000,650000,198,1,100,"Túi xách, ?eo",7
1291,Túi xách du l?ch nam n? Dutti v?i b? l?n - Xanh,0.35,162000,250000,168,1,80,"Túi xách, ?eo",7
1292,Combo balo dây rút + túi ?eo chéo Totoro - Doremon - B,0.37,145000,230000,233,1,80,"Túi xách, ?eo",7
1293,Túi ?eo chéo nam n? Troyy phong cách - ??,0.33,195000,289000,198,1,80,"Túi xách, ?eo",7
1294,Túi ?eo unisex h?a ti?t th? c?m - A,0.37,135000,215000,248,1,80,"Túi xách, ?eo",7
1295,C?p xách nam công s? CNT l?ch lãm - Vàng ngh?,0.35,439000,675000,211,1,80,"Túi xách, ?eo",7
1296,C?p nam LATA ph?i dây ?eo n?ng ??ng CA12 - ?en,0.39,435000,713000,208,1,80,"Túi xách, ?eo",7
1297,C?p laptop Unisex HASUN ti?n d?ng HS75 - ?en,,,376000,138,1,80,"Túi xách, ?eo",7
1298,Túi xách du l?ch nam n? Dutti v?i b? l?n - ?en,0.35,162000,250000,168,1,80,"Túi xách, ?eo",7
1299,Túi xách nam LATA th?i trang TX01 - Nâu,0.19,445000,550000,112,1,80,"Túi xách, ?eo",7
1300,Combo túi ?eo và bóp c?m h?a ti?t th? c?m - Nude,0.28,140000,195000,105,1,80,"Túi xách, ?eo",7
1301,Túi ?eo chéo nam CNT l?ch lãm - Nâu ??,0.43,369000,650000,182,1,80,"Túi xách, ?eo",7
1302,Túi ?eo chéo Lata unisex IP00 - ?en,0.34,179000,270000,249,1,80,"Túi xách, ?eo",7
1303,Túi du l?ch th? thao nam n? Dutti - Tím,0.06,649000,690000,199,1,80,"Túi xách, ?eo",7
1304,Túi h?p nam Dutti th? thao ti?n d?ng - ??,0.27,145000,199000,473,7,83,"Túi xách, ?eo",7
1305,Túi du l?ch Roady Journey Mikkor - ?en,0.13,279000,321000,189,1,80,"Túi xách, ?eo",7
1306,Túi du l?ch th? thao nam n? Dutti - Vàng,0.06,649000,690000,199,1,80,"Túi xách, ?eo",7
1307,Túi ?eo chéo da nam n?ng ??ng - Da bò,0.46,133000,246000,196,1,80,"Túi xách, ?eo",7
1308,Túi ?eo chéo Mikkor Roady Sling - Xanh ?en,0.22,278000,356000,213,1,80,"Túi xách, ?eo",7
1309,Túi tr?ng x?p du l?ch ti?n d?ng - ?en,0.25,345000,460000,211,1,80,"Túi xách, ?eo",7
1310,Túi du l?ch Roady Journey Mikkor - Nâu,0.29,190000,268000,319,1,80,"Túi xách, ?eo",7
1311,Túi h?p nam Dutti th? thao ti?n d?ng - ?? ?ô,0.21,435000,551000,207,1,80,"Túi xách, ?eo",7
1312,Túi ?eo chéo da nam n?ng ??ng - Nâu,0.27,145000,199000,473,7,83,"Túi xách, ?eo",7
1313,Túi h?p nam Dutti th? thao ti?n d?ng - Xanh d??ng,0.29,190000,268000,319,1,80,"Túi xách, ?eo",7
1314,C?p xách nam công s? CNT l?ch lãm - ?en,0.25,345000,460000,211,1,80,"Túi xách, ?eo",7
1315,Túi du l?ch Roady Journey Mikkor - Xám,0.32,445000,654000,217,1,80,"Túi xách, ?eo",7
1316,Túi ipad mini SBL unisex sành ?i?u - ?en,0.06,649000,690000,199,1,80,"Túi xách, ?eo",7
1317,Túi ?eo chéo Mikkor Roady Sling - Xám,0.13,279000,321000,189,1,80,"Túi xách, ?eo",7
1318,Túi h?p nam Dutti th? thao ti?n d?ng - Xanh ?en,0.35,439000,675000,211,1,80,"Túi xách, ?eo",7
1319,Túi ?eo chéo Mikkor Roady Sling - ??,0.19,287000,354000,170,1,80,"Túi xách, ?eo",7
1320,Túi h?p nam Dutti th? thao ti?n d?ng - ?en,0.21,435000,551000,207,1,80,"Túi xách, ?eo",7
1321,Túi xách du l?ch nam n? Togo Bags - ?en,0.29,190000,268000,319,1,80,"Túi xách, ?eo",7
1322,Túi ?eo chéo Mikkor Roady Sling - Xanh lá,0.35,439000,675000,211,1,80,"Túi xách, ?eo",7
1323,Túi xách unisex cao c?p Togo Bags TGB02 - Da bò,0.24,365000,480000,174,1,80,"Túi xách, ?eo",7
1324,Túi tr?ng x?p du l?ch ti?n d?ng - Xanh d??ng,0.22,278000,356000,213,1,80,"Túi xách, ?eo",7
1325,Túi ?eo chéo Mikkor Roady Sling - Nâu,0.27,145000,199000,473,7,83,"Túi xách, ?eo",7
1326,Túi ?eo chéo Lata unisex IP00 - Da bò,0.21,435000,551000,207,1,80,"Túi xách, ?eo",7
1327,Túi du l?ch th? thao nam n? Dutti - Nâu ??,0.32,445000,654000,217,1,80,"Túi xách, ?eo",7
1328,Balo nam n? ?a n?ng th?i trang - ?en,0.19,287000,354000,170,1,80,"Túi xách, ?eo",7
1329,Túi ?eo chéo Mikkor Roady Sling - ?en,0.29,190000,268000,319,1,80,"Túi xách, ?eo",7
1330,Túi du l?ch th? thao nam n? Dutti - ?en,0.29,190000,268000,319,1,80,"Túi xách, ?eo",7
1331,Túi ?eo chéo da nam n?ng ??ng - ?en,0.13,279000,321000,189,1,80,"Túi xách, ?eo",7
1332,Túi xách unisex cao c?p Togo Bags TGB02 - Nâu ??,0.22,278000,356000,213,1,80,"Túi xách, ?eo",7
1333,Túi ?eo chéo Lata unisex IP00 - Nâu,0.27,145000,199000,473,7,83,"Túi xách, ?eo",7
1334,Túi ?eo chéo Mikkor Roady Sling - Xanh rêu,0.25,345000,460000,211,1,80,"Túi xách, ?eo",7
1335,Túi ?eo chéo nam Lata HL02 - Da bò ??m,0.32,445000,654000,217,1,80,"Túi xách, ?eo",7
1336,C?p xách nam công s? CNT l?ch lãm - Nâu,0.13,279000,321000,189,1,80,"Túi xách, ?eo",7
1337,Túi xách unisex cao c?p Togo Bags TGB02 - ?en,0.27,145000,199000,473,7,83,"Túi xách, ?eo",7
1338,Túi ipad mini SBL unisex sành ?i?u - Nâu,0.34,179000,270000,249,1,80,"Túi xách, ?eo",7
1339,Túi xách du l?ch nam n? Togo Bags - Nâu,0.13,279000,321000,189,1,80,"Túi xách, ?eo",7
1340,C?p sách ?a n?ng c? l?n Troy - ??,0.32,445000,654000,217,1,80,"Túi xách, ?eo",7
1341,C?p sách ?a n?ng c? l?n Troy - ?en,0.06,649000,690000,199,1,80,"Túi xách, ?eo",7
1342,Túi du l?ch Roady Journey Mikkor - Xanh ?en,0.13,279000,321000,189,1,80,"Túi xách, ?eo",7
1343,Túi h?p nam Dutti th? thao ti?n d?ng - Tím,0.34,179000,270000,249,1,80,"Túi xách, ?eo",7
1344,Túi xách unisex cao c?p Togo Bags TGB02 - Nâu,0.3,150000,214000,197,1,80,"Túi xách, ?eo",7
1345,Túi h?p nam Dutti th? thao ti?n d?ng - Vàng,0.27,145000,199000,473,7,83,"Túi xách, ?eo",7
1346,Túi du l?ch th? thao nam n? Dutti - ??,0.29,190000,268000,319,1,80,"Túi xách, ?eo",7
1347,Túi xách du l?ch nam n? Togo Bags - Da bò,0.29,190000,268000,319,1,80,"Túi xách, ?eo",7
1348,Túi ipad mini SBL unisex sành ?i?u - Tím,0.46,133000,246000,196,1,80,"Túi xách, ?eo",7
1349,Túi du l?ch th? thao nam n? Dutti - Xanh ?en,0.13,279000,321000,189,1,80,"Túi xách, ?eo",7
1350,Túi Ipad ?eo chéo Togo Bags 10in05 - Nâu,0.22,138000,177000,146,1,80,"Túi xách, ?eo",7
1351,Túi ??ng ipad sành ?i?u - Nâu,,,255000,239,1,80,"Túi xách, ?eo",7
1352,Túi ??ng ipad sành ?i?u - Nâu ??m,,,499000,131,1,80,"Túi xách, ?eo",7
1353,Túi tr?ng x?p du l?ch ti?n d?ng - ??,0.34,139000,211000,331,1,80,"Túi xách, ?eo",7
1354,Túi Ipad ?eo chéo hi?u CNT.16 - Da bò,0.3,299000,430000,180,1,80,"Túi xách, ?eo",7
1355,Túi ?eo chéo Glamour Chic New MIKKOR GCN - Xám chì,,,499000,131,1,80,"Túi xách, ?eo",7
1356,Túi tr?ng c?n kéo du l?ch HASUN HS 665 - ??,0.43,199000,350000,284,1,80,"Túi xách, ?eo",7
1357,Túi xách LATA th?i th??ng Yuumy03 - Nâu,0.01,207000,209000,248,1,80,"Túi xách, ?eo",7
1358,Túi xách du l?ch n?ng ??ng - ?en,0.3,1190000,1700000,153,1,80,"Túi xách, ?eo",7
1359,Túi xách ??ng Ipad nam n? CNT công s? - ?en,0.45,359000,650000,204,1,80,"Túi xách, ?eo",7
1360,Túi xách du l?ch ti?n d?ng - ?en,,,235000,142,1,80,"Túi xách, ?eo",7
1361,Ba lô nam HBB REVERSIBLE POLY-BAG - Xám,,,1490000,230,1,80,"Túi xách, ?eo",7
1362,Túi xách ??ng Ipad nam n? CNT công s? - Nâu ??,0.43,199000,350000,284,1,80,"Túi xách, ?eo",7
1363,Túi ??ng ipad ti?n d?ng HASUN HS 621 - Xanh,0.2,199000,250000,263,1,80,"Túi xách, ?eo",7
1364,Túi ??ng ipad ti?n d?ng HASUN HS 621 - Nâu,0.01,207000,209000,248,1,80,"Túi xách, ?eo",7
1365,Túi Ipad ?eo chéo hi?u CNT.16 - Nâu ??,,,235000,136,1,80,"Túi xách, ?eo",7
1366,Túi tr?ng c?n kéo du l?ch HASUN HS 665 - Xanh,,,349000,134,1,80,"Túi xách, ?eo",7
1367,Túi ?eo ipad form dài HASUN HS 622 - Xám,,,499000,131,1,80,"Túi xách, ?eo",7
1368,Túi ?eo chéo Glamour Chic New MIKKOR GCN - H?ng,0.01,207000,209000,248,1,80,"Túi xách, ?eo",7
1369,Túi ?eo chéo nam LATA Yummy 10 - Nâu,0.34,295000,447000,241,1,80,"Túi xách, ?eo",7
1370,Túi ?eo chéo nam LATA Yummy 10 - ?en,,,2250000,242,1,80,"Túi xách, ?eo",7
1371,Túi Ipad ?eo chéo hi?u CNT.16 - ?en,0.26,158000,214000,265,1,80,"Túi xách, ?eo",7
1372,Túi xách ??ng Ipad nam n? CNT công s? - Nâu,0.45,359000,650000,204,1,80,"Túi xách, ?eo",7
1373,Ba lô nam HBB TEXTURED NYLON-BAG - Nâu ?en,0.45,359000,650000,204,1,80,"Túi xách, ?eo",7
1374,C?p ?eo chéo vbag n?ng ??ng - ?en,,,255000,239,1,80,"Túi xách, ?eo",7
1375,Túi xách mini nam n? Dutti Caro 2 ng?n - ??,0.31,155000,225000,198,1,80,"Túi xách, ?eo",7
1376,Túi Ipad ?eo chéo Togo Bags 10in05 - Da bò,0.34,295000,447000,241,1,80,"Túi xách, ?eo",7
1377,Túi ??ng ipad ti?n d?ng HASUN HS 621 - Xanh d??ng,,,235000,136,1,80,"Túi xách, ?eo",7
1378,Túi Ipad ?eo chéo Togo Bags 10in05 - ?en,0.31,155000,225000,198,1,80,"Túi xách, ?eo",7
1379,Túi xách mini nam n? Dutti Caro 2 ng?n - Xanh ?en,0.2,199000,250000,263,1,80,"Túi xách, ?eo",7
1380,Túi xách nam ELMI da bò ETM359 - ?en,,,235000,142,1,80,"Túi xách, ?eo",7
1381,Túi xách du l?ch n?ng ??ng - ??,0.34,139000,211000,331,1,80,"Túi xách, ?eo",7
1382,Túi ?eo chéo laptop ??n gi?n - Nâu,0.01,207000,209000,248,1,80,"Túi xách, ?eo",7
1383,Túi xách ??ng Ipad nam n? CNT công s? - Da bò,,,349000,134,1,80,"Túi xách, ?eo",7
1384,Túi ?eo chéo nam LATA Yummy 07 - ?en,0.38,267000,431000,228,1,80,"Túi xách, ?eo",7
1385,Túi ?eo chéo nam LATA Yummy 07 - Nâu,,,255000,239,1,80,"Túi xách, ?eo",7
1386,Túi ??ng ipad ti?n d?ng HASUN HS 621 - Xám,0.45,359000,650000,204,1,80,"Túi xách, ?eo",7
1387,Túi Ipad ?eo chéo hi?u CNT.16 - Nâu,0.46,133000,246000,196,1,80,"Túi xách, ?eo",7
1388,C?p ?eo chéo vbag n?ng ??ng - Da bò,0.34,139000,211000,331,1,80,"Túi xách, ?eo",7
